10	6663	6.......81.3...4.6..2...9.............8...1.............9...6..2.7...8.95.......4	0	LOCATION
10	4225	.........8.......9...........75.24..321...756............4.5......2.8......1.9...	0	LOCATION
10	1076	..29.35..9.......6..74.51...............................15.47..7.......3..63.94..	0	UNIT
10	637	.1.....2..........6..3.7..88.......4....2....5.......77..4.3..6..........6.....1.	0	LOCATION
10	606	..29.35..9.......6..74.51...............................15.47..7.......3..63.94..	0	ALL
10	139	463...857.78...64...............................................31...59.527...184	0	UNIT
10	128	463...857.78...64...............................................31...59.527...184	0	LOCATION
10	97	463...857.78...64...............................................31...59.527...184	0	ALL
9	10626	.........8.......9...........75.24..321...756............4.5......2.8......1.9...	0	ALL
9	887	6.......81.3...4.6..2...9.............8...1.............9...6..2.7...8.95.......4	0	ALL
9	144	..29.35..9.......6..74.51...............................15.47..7.......3..63.94..	0	LOCATION
9	48	89.....2527.....96.3.....8.............................6.....5.32.....6891.....32	0	UNIT
8	293	..........71...86..........3.8...5.6...6.8...1.4...3.8..........82...97..........	0	ALL
8	165	5.......3..2...7.....8.7....24...19...........96...27....1.2.....8...4..2.......5	0	ALL
7	72	..........5.....6..4.....8.491...826.........875...491.1.....3..8.....1..........	0	ALL
7	48	5.......3..2...7.....8.7....24...19...........96...27....1.2.....8...4..2.......5	0	LOCATION
6	1088	...9.6....13...46....3.8..............9...6..............5.3....84...32....1.2...	0	UNIT
6	444	..3...6.....5.1.......2....52.....47.........78.....51....8.......1.9.....7...3..	0	ALL
6	141	.1.....2..........6..3.7..88.......4....2....5.......77..4.3..6..........6.....1.	0	UNIT
6	135	...2.3......1.8.....4...2...4.....6..3.....9..2.....5...2...3.....6.5......4.9...	2	UNIT
6	119	3.......76.......4.5.....8.72.....98....2....98.....76.3.....5.5.......98.......2	0	ALL
6	77	.76...35.35....1.2..9.....6......521........................2..5..9..6..218.....3	0	ALL
5	32413	.39...85..54...92....................2.....8....................87...61..16...27.	2	UNIT
5	181	3.......76.......4.5.....8.72.....98....2....98.....76.3.....5.5.......98.......2	0	UNIT
5	138	1.......35.......26.......57.......4.8.3.1.9....................1.....4.3..5.2..7	2	ALL
5	114	.76...35.35....1.2..9.....6......521........................2..5..9..6..218.....3	0	UNIT
5	69	12........3.......46.............26.....138..2...4....94............27......7....	2	LOCATION
5	52	..87.23....65.14.....9.3.................................1.7.....43.58....16.85..	0	UNIT
4	74	...7.5.....3...9...5.8.4.6............2...5............9.4.6.8...4...3.....5.1...	0	ALL
4	72	...2.3......1.8.....4...2...4.....6..3.....9..2.....5...2...3.....6.5......4.9...	2	ALL
4	36	.............................5...9...38.5.76.6..3.7..8...9.1......4.2......7.5...	2	UNIT
4	33	4..163..7216...354.........9.......5.........7.......9.........6.......3.........	2	ALL
3	995	....9.....5.....1..3.....2...43265.............54192...7.....6..8.....4.....6....	2	LOCATION
3	124	.25...19.....8....1.......6..2...9....3...7....6...4..4.......9....5.....91...82.	2	UNIT
3	103	9.......63.......7....4....6..5.7..9.........5..9.2..1....1....7.......82.......3	0	ALL
3	78	...........8......5..81...774.1.......5...3.......2.184...58..6......9...........	2	ALL
3	63	....52.......9..25..8.4..6....8.....3.....9..........2..1....84....13..9..52.9...	0	ALL
3	44	.9.4.5.2..7.....8..8.....6..1.....9.9.4...2.33.2...5.4...........................	0	ALL
3	43	3.......71.......95......21......23...........71......61......39.......47.......2	2	LOCATION
3	40	47.....58....8....61..2..47...........................12..5..76....3....93.....12	2	UNIT
3	33	...................1.4.5.8.8..5.2..1.........4263.1895...1.4.....................	2	UNIT
